Codigo da IES,Fim Lucrativo,Situacao,DIAS,Cursos Sem Ato 5 anos,Ultimo CI,Ultimo IGC,EAD_17,Variacao Matricula 16/17,Matriculas 17,% FIES,CURSOS,Saldo 2017,Variacao do Saldo 16/17,Saldo 2017 Positivo,Ultimo IGC Categoria,Variacao IGC
2307,Não Lucrativo,Extinta,5733,0.0,4.0,2.49,0,0.0,0,0.0,2,0.0,0.0,False,Muito Insatisfatório,0.0
4220,Não Lucrativo,Ativa,5379,0.0,2.0,1.05,0,0.0,0,0.0,0,0.0,0.0,False,Muito Insatisfatório,0.0
991,Não Lucrativo,Ativa,2917,0.675675675675676,4.0,2.3743,1,0.684397163120567,564,0.0,9,8158024.0,0.0,True,Muito Insatisfatório,0.1072608857262772
1881,Lucrativo,Ativa,340,0.451612903225806,3.0,2.5261,1,-0.241899020346647,1327,0.0768651092690279,9,668036.09,0.0,True,Muito Insatisfatório,-0.003628761882222962
343,Lucrativo,Ativa,980,0.599250936329588,4.0,2.6743,1,0.0675746464117339,11454,0.395233106338397,39,36320396.23,-0.350821557759714,True,Muito Insatisfatório,0.00848480277547325
1099,Não Lucrativo,Ativa,531,0.461538461538462,3.0,2.202,1,1.25,116,0.672413793103448,3,240437538.34,58.6427801393192,True,Muito Insatisfatório,0.0
14401,Lucrativo,Ativa,805,0.607142857142857,3.0,1.8067,1,0.565789473684211,152,0.0,7,-61485.5900000001,-0.623774448689685,False,Muito Insatisfatório,0.0
4943,Não Lucrativo,Ativa,823,0.666666666666667,4.0,3.8777,1,-0.141975308641975,162,0.0679012345679012,1,2787363.77,0.09977477590062,True,Adequado,0.0
1487,Lucrativo,Ativa,516,0.699029126213592,5.0,2.4693,1,0.375698324022346,1432,0.394553072625698,14,-4072330.31,2.10481229770914,False,Muito Insatisfatório,-0.004354663118422701
4068,Lucrativo,Ativa,5227,0.41025641025641,4.0,3.5011,1,-0.342857142857143,735,0.247619047619048,9,9785953.50000002,-0.904536896149302,True,Adequado,0.1840841450216451
940,Não Lucrativo,Ativa,8651,0.567567567567568,3.0,2.4458,1,0.0336879432624113,564,0.0,8,642381.89,7.10307661553803,True,Muito Insatisfatório,-0.08138967136150231
4836,Não Lucrativo,Ativa,3750,0.125,3.0,1.6035572740757915,1,-0.325842696629214,89,0.0,1,21233.62,-1.0217568488746,True,Muito Insatisfatório,-0.16416092047131017
2572,Lucrativo,Ativa,6213,0.222222222222222,2.0,1.6712,1,0.102376599634369,547,0.0,4,553182.49,-0.0445149562064991,True,Muito Insatisfatório,0.15710032541715718
3310,Não Lucrativo,Extinta,5967,0.727272727272727,5.0,1.96,0,0.0,0,0.0,0,0.0,0.0,False,Muito Insatisfatório,0.0
2753,Lucrativo,Ativa,2568,0.366666666666667,3.0,2.3062,1,-0.386266094420601,466,0.231759656652361,5,805572.0,-0.11159207753898,True,Muito Insatisfatório,0.3141489543563737
403,Não Lucrativo,Ativa,2530,0.820224719101124,3.0,2.9708,1,0.186836518046709,10362,0.248697162709902,60,92247401.87,-0.41431054116227,True,Muito Insatisfatório,0.0562468889995022
1049,Não Lucrativo,Ativa,7791,0.679245283018868,4.0,2.7589,1,0.213910761154856,1524,0.368766404199475,14,7230561.4,0.403131707299208,True,Muito Insatisfatório,-0.047374054763302365
2879,Não Lucrativo,Ativa,5162,0.380952380952381,3.0,1.9427,1,0.455882352941176,408,0.512254901960784,3,240437538.34,20.693237055463,True,Muito Insatisfatório,0.1916211740170521
527,Não Lucrativo,Ativa,2048,0.741071428571429,4.0,2.5824,1,0.0858113848768054,23540,0.447833474936279,43,82386439.23,-0.459237704931159,True,Muito Insatisfatório,0.07757145837679938
4959,Lucrativo,Ativa,866,0.425925925925926,3.0,2.399,1,0.164571428571429,875,0.369142857142857,6,1424655882.17,-289.732289746787,True,Muito Insatisfatório,0.08620845784659961
192,Não Lucrativo,Ativa,18662,0.568181818181818,4.0,2.079887562210605,1,-0.0518518518518518,405,0.0,12,25966522.26,0.088425619906034,True,Muito Insatisfatório,-0.10772734353899398
3204,Lucrativo,Ativa,4785,0.382978723404255,3.0,2.6081,1,-0.172149122807018,912,0.462719298245614,10,2133892.73,-0.766304491500907,True,Muito Insatisfatório,0.0
353,Não Lucrativo,Ativa,952,0.6,4.0,2.9532,1,-0.0148849797023004,739,0.23680649526387,1,17321286.95,0.0927652692110621,True,Muito Insatisfatório,0.0864542712088882
2622,Não Lucrativo,Extinta,5240,0.583333333333333,3.0,2.8109,0,0.0,0,0.0,0,0.0,0.0,False,Muito Insatisfatório,0.0
1804,Não Lucrativo,Ativa,668,0.394736842105263,3.0,2.2319,1,-0.0285714285714286,1785,0.148459383753501,10,240437538.34,7.04169505262232,True,Muito Insatisfatório,-0.016957364341085263
1463,Não Lucrativo,Ativa,6983,0.1,3.0,2.3364,1,0.128205128205128,195,0.302564102564103,2,240437538.34,195.934469976262,True,Muito Insatisfatório,0.0
1275,Lucrativo,Ativa,7398,0.377049180327869,3.0,1.7441810342202575,1,-0.0717241379310345,725,0.313103448275862,6,240437538.34,0.0886639122336301,True,Muito Insatisfatório,-0.1197673306988355
1800,Não Lucrativo,Ativa,2568,0.416666666666667,3.0,2.8579,1,-0.0517928286852589,251,0.0079681274900398,2,53986.1599999999,-1.8629411618965,True,Muito Insatisfatório,0.0
2413,Lucrativo,Ativa,626,0.53030303030303,3.0,2.4372,1,-0.0926856504745952,1791,0.242322724734785,10,4873062.27,-3.51433770576885,True,Muito Insatisfatório,0.0
640,Lucrativo,Ativa,88,0.647058823529412,3.0,2.0524,1,-0.0550373134328358,1072,0.0,5,-3568278.16,-0.0352483461283026,False,Muito Insatisfatório,-0.042053675612602134
1503,Não Lucrativo,Ativa,6969,0.253968253968254,3.0,2.3465,1,0.0120967741935485,496,0.0,4,577157.23,-2.82834933943926,True,Muito Insatisfatório,-0.07017752417181813
2324,Lucrativo,Ativa,439,0.643835616438356,4.0,2.0246,1,-0.174245472837022,2485,0.167404426559356,12,1052726759.1,0.189707637063632,True,Muito Insatisfatório,0.012654429050167497
1766,Não Lucrativo,Ativa,6489,0.428571428571429,3.0,2.993,1,-0.0874035989717223,389,0.0,3,1120723.0,-0.362049933749936,True,Muito Insatisfatório,0.1653169288272854
2426,Lucrativo,Ativa,2568,0.606060606060606,3.0,2.9474,1,-0.143282692880548,3357,0.19124218051832,13,2612817.49,13.7790922194139,True,Muito Insatisfatório,0.05592948108871691
1139,Lucrativo,Ativa,7592,0.435897435897436,3.0,1.9431,1,0.35338785046729,1712,0.213200934579439,8,-4762031.69,0.0395391269186067,False,Muito Insatisfatório,0.0
3797,Lucrativo,Ativa,2421,0.785714285714286,4.0,2.7936,1,0.0560378847671665,2534,0.428176795580111,15,4771026.13,0.470450900323727,True,Muito Insatisfatório,0.13699637381524535
2297,Lucrativo,Ativa,168,0.555555555555556,4.0,2.1138,1,0.0536692223439212,913,0.593647316538883,2,7503031.32,0.146355070084278,True,Muito Insatisfatório,0.0
1446,Lucrativo,Ativa,53,0.647798742138365,3.0,2.3132,1,-0.050008804366966,11358,0.161119915478077,29,79979200.99,0.580656272024224,True,Muito Insatisfatório,-0.07386795852184004
4714,Lucrativo,Ativa,3882,0.296296296296296,3.0,1.8552,1,-0.399425287356322,348,0.0,2,1348227.28,3.73984883608433,True,Muito Insatisfatório,0.19489887929923996
952,Não Lucrativo,Ativa,2196,0.790575916230367,4.0,3.046,1,0.157859230942208,8894,0.102316168203283,39,32992551.89,-2.81574672516851,True,Adequado,0.04026501827123379
3177,Não Lucrativo,Ativa,70,0.571428571428571,3.0,2.2918,0,0.0,0,0.0,0,0.0,0.0,False,Muito Insatisfatório,0.0
2566,Lucrativo,Ativa,1081,0.592592592592593,3.0,2.1645,1,-0.254545454545455,385,0.348051948051948,3,-3687146.48,-0.562116496032132,False,Muito Insatisfatório,-0.004357188080534626
15873,Lucrativo,Ativa,2082,0.470588235294118,3.0,2.2029,1,-0.363095238095238,168,0.0416666666666667,2,-368204.75,1.76064504012431,False,Muito Insatisfatório,0.0
5668,Lucrativo,Ativa,2411,0.735632183908046,4.0,2.6458,1,-0.107359635811836,2636,0.132397572078907,23,1052726759.1,0.189707637063632,True,Muito Insatisfatório,0.01461057636998122
1540,Não Lucrativo,Ativa,860,0.378378378378378,3.0,2.4784,1,0.10547263681592,1005,0.29452736318408,7,839683.98,0.0,True,Muito Insatisfatório,0.0
1817,Lucrativo,Ativa,704,0.571428571428571,3.0,2.614,1,-0.012589928057554,2780,0.212589928057554,8,956133983.28,0.170065307780164,True,Muito Insatisfatório,0.042805281844656304
3193,Lucrativo,Ativa,5984,0.536912751677852,4.0,1.9403,1,0.0743661971830987,3550,0.212676056338028,18,28313237.59,-0.0214560443786406,True,Muito Insatisfatório,0.028463903318138375
12754,Não Lucrativo,Ativa,906,0.625,3.0,2.5058,1,0.096774193548387,93,0.0,1,75000.0,0.0,True,Muito Insatisfatório,0.0
2484,Não Lucrativo,Ativa,2338,0.655172413793103,3.0,2.2081,1,-0.0978939157566303,2564,0.0366614664586583,9,2444843.61,3.24918465350272,True,Muito Insatisfatório,0.0
2244,Lucrativo,Ativa,5964,0.573333333333333,3.0,1.9211,1,-0.0851063829787234,1927,0.365334717176959,4,1240490454.3,0.305633398440824,True,Muito Insatisfatório,0.09439444001367207
3691,Não Lucrativo,Ativa,5648,0.0,4.0,0.0,0,0.0,0,0.0,0,0.0,0.0,False,Muito Insatisfatório,-1.0
1291,Lucrativo,Ativa,7334,0.348837209302326,4.0,2.4743,1,-0.144508670520231,865,0.105202312138728,4,240437538.34,21.5191536633014,True,Muito Insatisfatório,0.04630412719891752
4101,Não Lucrativo,Ativa,5199,0.666666666666667,4.0,2.6089,1,-0.166666666666667,264,0.053030303030303,3,184725.12,0.0,True,Muito Insatisfatório,0.12768532526475052
453,Não Lucrativo,Ativa,920,0.679611650485437,3.0,2.8896,1,0.0645829735796926,5791,0.389570022448627,23,293082128.99,1.2724538419328,True,Muito Insatisfatório,0.017357321409710285
17322,Não Lucrativo,Ativa,2940,0.0526315789473684,3.0,0.9114,1,-0.182572614107884,241,0.0,3,177000.0,-0.559722474206455,True,Muito Insatisfatório,0.0
2183,Não Lucrativo,Ativa,19396,0.585365853658537,3.0,2.168,1,0.272852866682017,4343,0.163481464425512,27,-29664520.47,0.991370531350149,False,Muito Insatisfatório,0.036081242532855606
3757,Lucrativo,Ativa,1328,0.696969696969697,4.0,2.1149,1,-0.105263157894737,741,0.148448043184885,9,951595.19,-0.581849973669525,True,Muito Insatisfatório,0.014000095891067694
861,Lucrativo,Ativa,768,0.628571428571429,3.0,2.2544,1,-0.109866281170943,2767,0.298156848572461,7,8159643.05,1.4413335814319,True,Muito Insatisfatório,0.005725952546884939
832,Não Lucrativo,Ativa,1106,0.8,3.0,2.2608,1,-0.0067114093959731,745,0.487248322147651,3,2656056.74,0.169695272794705,True,Muito Insatisfatório,0.0
647,Não Lucrativo,Extinta,2888,0.25,3.0,2.0156,0,0.0,0,0.0,0,0.0,0.0,False,Muito Insatisfatório,0.12033794675115343
19512,Lucrativo,Ativa,823,0.442307692307692,5.0,2.8226,1,-0.0579655946148093,2674,0.12565445026178,14,19740521.61,3.11516940444891,True,Muito Insatisfatório,-0.044588738919097454
831,Lucrativo,Ativa,1351,0.166666666666667,3.0,1.935,1,0.229508196721312,122,0.0081967213114754,1,-322914.06,5.12557726228711,False,Muito Insatisfatório,0.0
1075,Lucrativo,Ativa,1663,0.435483870967742,5.0,2.6606,1,-0.224807856532878,4684,0.3266438941076,15,1344022.0,-0.289008610678003,True,Muito Insatisfatório,0.007688520243911755
14121,Não Lucrativo,Ativa,612,0.625,3.0,0.0,1,-0.0208333333333334,48,0.0,1,14339.21,7.23471497205164,True,Muito Insatisfatório,0.0
682,Lucrativo,Ativa,11785,0.65,4.0,2.6589,1,0.0681153363978271,2393,0.255328040117008,16,1521321.34,-1.09194674835917,True,Muito Insatisfatório,0.5193714285714286
420,Lucrativo,Ativa,11318,0.724137931034483,3.0,2.744362105240512,1,0.0148032723022984,5134,0.34690299961044,23,11803564.37,-0.816634492808817,True,Muito Insatisfatório,-0.07737027895763586
4982,Lucrativo,Ativa,4007,0.08,3.0,1.6252,1,0.03125,32,0.0,-1,-33404.1,-0.37868793981476,False,Muito Insatisfatório,0.0
5388,Lucrativo,Ativa,734,0.538461538461538,3.0,0.0,0,0.0,0,0.0,0,0.0,0.0,False,Muito Insatisfatório,-1.0
779,Lucrativo,Ativa,11094,0.25,3.0,2.3488,1,-0.0961538461538462,52,0.115384615384615,5,240437538.44,89.7911869340364,True,Muito Insatisfatório,-0.08706467661691533
2328,Não Lucrativo,Ativa,1106,0.666666666666667,3.0,2.3812,1,0.0757894736842106,475,0.231578947368421,3,2757759.48,0.111960268324201,True,Muito Insatisfatório,0.0
4100,Não Lucrativo,Ativa,5199,0.363636363636364,4.0,2.2826,1,0.486111111111111,144,0.0833333333333333,1,353511.96,0.0,True,Muito Insatisfatório,0.0
3603,Lucrativo,Ativa,1377,0.67175572519084,3.0,2.5202,1,0.0099152406844713,6253,0.224052454821686,28,1052726759.1,0.189707637063632,True,Muito Insatisfatório,0.019539625389376505
624,Não Lucrativo,Ativa,17449,0.0909090909090909,3.0,0.0,0,0.0,0,0.0,0,0.0,0.0,False,Muito Insatisfatório,0.0
4094,Lucrativo,Ativa,5199,0.75,3.0,2.8384,1,0.194986072423398,718,0.125348189415042,7,2511687.36,-0.409259216430472,True,Muito Insatisfatório,-0.1329952959863156
15357,Não Lucrativo,Ativa,1005,0.67741935483871,3.0,2.1703,1,-0.1,1430,0.0195804195804196,10,908827.57,0.012679272898358,True,Muito Insatisfatório,0.013779895366218275
5599,Não Lucrativo,Ativa,885,0.727272727272727,3.0,2.5715,1,0.0114068441064639,526,0.389733840304183,6,0.0,-1.0,False,Muito Insatisfatório,-0.01399539877300621
5048,Não Lucrativo,Ativa,1160,0.333333333333333,3.0,2.9735,1,0.0806451612903225,62,0.0,1,10102.76,0.0,True,Muito Insatisfatório,0.0
14342,Não Lucrativo,Ativa,2660,0.689655172413793,4.0,3.0016,1,0.163873370577281,537,0.245810055865922,9,49839509.88,0.818209664635394,True,Adequado,-0.02901691844854919
176,Não Lucrativo,Ativa,8879,0.661818181818182,4.0,2.5132,1,-0.320063977252532,11254,0.0201706060067532,68,61701774.12,2.30940923914563,True,Muito Insatisfatório,0.03671314247999339
3784,Lucrativo,Ativa,664,0.761904761904762,3.0,1.8101,1,0.181818181818182,209,0.406698564593301,3,1240490454.3,0.305633398440824,True,Muito Insatisfatório,0.0
1877,Lucrativo,Extinta,6338,0.172413793103448,3.0,1.4568,0,0.0,0,0.0,0,0.0,0.0,False,Muito Insatisfatório,0.0
1157,Não Lucrativo,Ativa,980,0.75,3.0,1.9365,1,-0.0250347705146036,719,0.367176634214186,8,-201859.660000002,-1.07269781196839,False,Muito Insatisfatório,-0.01899696048632212
4148,Não Lucrativo,Ativa,5103,0.4,3.0,0.0,0,0.0,0,0.0,0,0.0,0.0,False,Muito Insatisfatório,-1.0
1898,Lucrativo,Ativa,2751,0.377358490566038,3.0,3.1302,1,0.15356820234869,1107,0.025293586269196,7,5415931.93,2.22935154481328,True,Adequado,0.09474346868114562
3760,Não Lucrativo,Extinta,4865,0.611111111111111,3.0,1.8084,1,0.307936507936508,315,0.19047619047619,3,221430962.0,-0.207799979634436,True,Muito Insatisfatório,0.0
11007,Lucrativo,Extinta,3699,0.421052631578947,3.0,2.9307,1,0.2,125,0.008,4,-23319.6899999999,-2.05640381988482,False,Muito Insatisfatório,0.0
2380,Lucrativo,Ativa,616,0.645161290322581,3.0,2.7588,1,0.089310829817159,2844,0.441279887482419,6,883811672.09,0.0606649985333643,True,Muito Insatisfatório,-0.012775093934514327
1156,Não Lucrativo,Ativa,522,0.695652173913044,3.0,2.3889,1,0.287937743190662,257,0.22568093385214,3,221430962.0,-0.207799979634436,True,Muito Insatisfatório,-0.10728699551569511
5370,Não Lucrativo,Ativa,5971,0.619047619047619,4.0,2.5244,1,0.0047961630695443,2085,0.367865707434053,12,71109811.4,0.929221804390077,True,Muito Insatisfatório,0.01687814702920445
4773,Lucrativo,Ativa,4065,0.388888888888889,4.0,2.5458,1,0.126373626373626,182,0.17032967032967,2,-999910.83,6.10383191979319,False,Muito Insatisfatório,-0.012681791739383429
5520,Lucrativo,Ativa,976,0.549019607843137,3.0,2.946045052780175,1,-0.0250666666666667,1875,0.336533333333333,8,6412573.95,-0.292193551577188,True,Muito Insatisfatório,-0.007831794436340184
3823,Lucrativo,Ativa,977,0.333333333333333,4.0,2.5777,1,-0.11,200,0.08,2,438278.83,0.119659969695753,True,Muito Insatisfatório,0.0
4028,Lucrativo,Ativa,1005,0.6,3.0,2.021,1,0.104225352112676,355,0.0112676056338028,3,240437538.34,29.7685748507329,True,Muito Insatisfatório,-0.0732758620689656
4371,Lucrativo,Ativa,4130,0.75,3.0,0.0,0,0.0,0,0.0,0,0.0,0.0,False,Muito Insatisfatório,0.0
2750,Não Lucrativo,Ativa,6125,0.0,1.0,0.0,0,0.0,0,0.0,0,0.0,0.0,False,Muito Insatisfatório,0.0
1034,Não Lucrativo,Extinta,7717,0.171428571428571,3.0,1.4464,0,0.0,0,0.0,0,0.0,0.0,False,Muito Insatisfatório,-0.14565859421145905
1909,Não Lucrativo,Ativa,563,0.4,3.0,2.5792,1,0.577114427860697,201,0.0099502487562189,3,71109811.4,-16.9794230047889,True,Muito Insatisfatório,-0.10041505353841862
1202,Lucrativo,Ativa,2888,0.655737704918033,4.0,2.5938,1,-0.0755980861244019,2090,0.1311004784689,14,2239534.33,-0.0134980525481579,True,Muito Insatisfatório,0.012886597938144298
2744,Não Lucrativo,Ativa,5708,0.5,4.0,3.0446,1,-0.212765957446808,47,0.0,1,-1038521.0,-0.137140459817866,False,Adequado,2.4421707179197285
1550,Lucrativo,Ativa,1351,0.6,3.0,3.440599949079419,1,-0.666666666666667,3,0.0,1,-2397055.38,-0.836125355046007,False,Adequado,0.0023889841159010898
13828,Lucrativo,Ativa,2791,0.694444444444444,3.0,2.2324,1,-0.299270072992701,411,0.0,7,874682.049999999,0.0149998457942861,True,Muito Insatisfatório,-0.00022392404496382413
1237,Não Lucrativo,Ativa,640,0.592592592592593,4.0,2.7157,1,0.270167064439141,2095,0.0,8,972873.91,1.54768619697551,True,Muito Insatisfatório,0.006784310817824565
1689,Lucrativo,Ativa,2519,0.448979591836735,3.0,1.9941,1,1.55021834061135,229,0.336244541484716,7,240437538.34,77.9557664977036,True,Muito Insatisfatório,-0.1776907216494845
2077,Lucrativo,Extinta,1244,0.5625,3.0,2.7851,0,0.0,0,0.0,0,0.0,0.0,False,Muito Insatisfatório,0.015237123172820995
3807,Lucrativo,Ativa,5569,0.25,3.0,0.627,0,0.0,0,0.0,1254,0.0,0.0,False,Muito Insatisfatório,0.0
1833,Lucrativo,Extinta,6450,0.142857142857143,3.0,2.724,0,0.0,0,0.0,0,0.0,0.0,False,Muito Insatisfatório,0.03357996585088228
2831,Não Lucrativo,Ativa,4955,0.266666666666667,2.0,1.6855,1,-0.0534351145038168,262,0.0,2,151871.75,-0.346252412270388,True,Muito Insatisfatório,0.0
12922,Lucrativo,Ativa,2478,0.541666666666667,3.0,0.8705,1,-0.192567567567568,592,0.628378378378378,10,2130111.3,-0.208502569197941,True,Muito Insatisfatório,0.0
1205,Lucrativo,Ativa,1106,0.80248833592535,3.0,2.5668465737957358,1,-0.222871976266545,35056,0.0,19,27639057.46,3.21436547981049,True,Muito Insatisfatório,0.03769670674148447
1258,Lucrativo,Ativa,1490,0.553030303030303,4.0,2.3819,1,-0.052423900789177,1774,0.17587373167982,17,21555128.05,-0.975365218309143,True,Muito Insatisfatório,0.016602646180110942
1580,Lucrativo,Ativa,395,0.346153846153846,3.0,3.0843,1,-0.162525879917184,966,0.46583850931677,3,8417378.49,0.603431497019384,True,Adequado,0.0
207,Não Lucrativo,Ativa,334,0.647435897435898,4.0,2.9,1,0.0975496994914471,4326,0.234858992140546,26,0.0,0.0,False,Muito Insatisfatório,0.02058771775470702
2787,Não Lucrativo,Ativa,578,0.826086956521739,4.0,3.0064,1,-0.131531531531532,1110,0.209009009009009,5,17732308.79,0.0753154181535665,True,Adequado,-0.03761323986043078
131,Não Lucrativo,Ativa,123,0.428571428571429,3.0,1.8843,1,1.4047619047619,42,0.19047619047619,2,-5771.81,0.364285314274115,False,Muito Insatisfatório,-0.15133090122956352
2126,Não Lucrativo,Ativa,5737,0.666666666666667,5.0,3.8901,1,0.0120967741935485,248,0.0,1,9494685.56,0.0,True,Adequado,0.00017997634596588185
2828,Não Lucrativo,Extinta,5579,0.6,4.0,2.1371,0,0.0,0,0.0,0,0.0,0.0,False,Muito Insatisfatório,-0.0013551401869158423
641,Não Lucrativo,Ativa,714,0.841549295774648,4.0,3.3681,1,0.006678452170497,5091,0.0927126301316048,51,-16046979.0,-0.253218395342157,False,Adequado,0.0701893746822572
